,CPU_Tick,Task_Id,Abs_Deadline,Rem_WCET,Rel_Deadline,Ch_Rem_WCET,Arrival_timeDiff,IsDeadlineChanged,IsWCETChanged,IsArrivalTimeChanged,IsTaskPropertyChanged,IsModeChanged1,IsModeChanged2
0,1778419196411964,3735552,524253474845029,2400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1778419204555532,3735553,524253479846605,3600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1778419216768296,3735554,524253484847165,4800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1778419230324226,3735552,524253484845029,2400000,10000000.0,0.0,33912262.0,0.0,0.0,33912262.0,0.0,0.0,0.0
4,1778419238471010,3735554,524253484847165,803569,0.0,3996431.0,21702714.0,0.0,0.0,21702714.0,0.0,0.0,0.0
5,1778419241197912,3735555,524253489847672,6000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1778419261552473,3735553,524253494846605,3600000,15000000.0,0.0,56996941.0,0.0,0.0,56996941.0,0.0,0.0,0.0
7,1778419264246923,3735552,524253494845029,2400000,10000000.0,0.0,33922697.0,0.0,0.0,10435.0,0.0,0.0,0.0
8,1778419272389845,3735553,524253494846605,2805516,0.0,794484.0,10837372.0,0.0,0.0,46159569.0,0.0,0.0,0.0
9,1778419281908273,3735554,524253504847165,4800000,20000000.0,3996431.0,43437263.0,0.0,0.0,21734549.0,0.0,0.0,0.0
10,1778419298167548,3735552,524253504845029,2400000,10000000.0,0.0,33920625.0,0.0,0.0,2072.0,0.0,0.0,0.0
11,1778419306310617,3735554,524253504847165,6891,0.0,4793109.0,24402344.0,0.0,796678.0,19034919.0,0.0,0.0,0.0
12,1778419306491280,3735553,524253509846605,3600000,15000000.0,794484.0,34101435.0,0.0,0.0,23264063.0,0.0,0.0,0.0
13,1778419318704908,3735555,524253514847672,6000000,25000000.0,0.0,77506996.0,0.0,0.0,77506996.0,0.0,0.0,0.0
14,1778419332090472,3735552,524253514845029,2400000,10000000.0,0.0,33922924.0,0.0,0.0,2299.0,0.0,0.0,0.0
15,1778419340233605,3735555,524253514847672,2053941,0.0,3946059.0,21528697.0,0.0,0.0,55978299.0,0.0,0.0,0.0
16,1778419347202889,3735554,524253524847165,4800000,20000000.0,4793109.0,40892272.0,0.0,0.0,16489928.0,0.0,0.0,0.0
17,1778419349056067,3735553,524253524846605,3600000,15000000.0,0.0,42564787.0,0.0,0.0,8463352.0,0.0,0.0,0.0
18,1778419361270070,3735554,524253524847165,4253616,0.0,546384.0,14067181.0,0.0,4246725.0,26825091.0,0.0,0.0,0.0
19,1778419366012731,3735552,524253524845029,2400000,10000000.0,0.0,33922259.0,0.0,0.0,665.0,0.0,0.0,0.0
20,1778419374155849,3735554,524253524847165,2855408,0.0,1398208.0,12885779.0,0.0,851824.0,1181402.0,0.0,0.0,0.0
21,1778419383843797,3735555,524253539847672,6000000,25000000.0,3946059.0,43610192.0,0.0,0.0,22081495.0,0.0,0.0,0.0
22,1778419399934704,3735552,524253534845029,2400000,10000000.0,0.0,33921973.0,0.0,0.0,286.0,0.0,0.0,0.0
23,1778419408077758,3735553,524253539846605,3600000,15000000.0,0.0,59021691.0,0.0,0.0,16456904.0,0.0,0.0,0.0
24,1778419420291610,3735555,524253539847672,1256498,0.0,4743502.0,36447813.0,0.0,797443.0,7162379.0,0.0,0.0,0.0
25,1778419424555267,3735554,524253544847165,4800000,20000000.0,1944592.0,50399418.0,0.0,546384.0,37513639.0,0.0,0.0,0.0
26,1778419433857241,3735552,524253544845029,2400000,10000000.0,0.0,33922537.0,0.0,0.0,564.0,0.0,0.0,0.0
27,1778419442000099,3735554,524253544847165,2057945,0.0,2742055.0,17444832.0,0.0,797463.0,32954586.0,0.0,0.0,0.0
28,1778419448983131,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1778419450826176,3735553,524253554846605,3600000,15000000.0,0.0,42748418.0,0.0,0.0,16273273.0,0.0,0.0,0.0
30,1778419463040236,3735555,524253564847672,6000000,25000000.0,4743502.0,42748626.0,0.0,0.0,6300813.0,0.0,0.0,0.0
31,1778419467779806,3735552,524253554845029,2400000,10000000.0,0.0,33922565.0,0.0,0.0,28.0,0.0,0.0,0.0
32,1778419475922748,3735554,524253564847165,4800000,20000000.0,2742055.0,33922649.0,0.0,0.0,16477817.0,0.0,0.0,0.0
33,1778419492207168,3735555,524253564847672,4602784,0.0,1397216.0,29166932.0,0.0,3346286.0,13581694.0,0.0,0.0,0.0
34,1778419501701920,3735552,524253564845029,2400000,10000000.0,0.0,33922114.0,0.0,0.0,451.0,0.0,0.0,0.0
35,1778419509844938,3735555,524253564847672,1803745,0.0,2799039.0,17637770.0,0.0,1401823.0,11529162.0,0.0,0.0,0.0
36,1778419515965766,3735553,524253569846605,3600000,15000000.0,0.0,65139590.0,0.0,0.0,22391172.0,0.0,0.0,0.0
37,1778419528179370,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1778419535626071,3735552,524253574845029,2400000,10000000.0,0.0,33924151.0,0.0,0.0,2037.0,0.0,0.0,0.0
39,1778419543769425,3735554,524253584847165,4800000,20000000.0,0.0,67846677.0,0.0,0.0,33924028.0,0.0,0.0,0.0
40,1778419552590346,3735553,524253584846605,3600000,15000000.0,0.0,36624580.0,0.0,0.0,28515010.0,0.0,0.0,0.0
41,1778419564804052,3735554,524253584847165,2199621,0.0,2600379.0,21034627.0,0.0,0.0,46812050.0,0.0,0.0,0.0
42,1778419569546617,3735552,524253584845029,2400000,10000000.0,0.0,33920546.0,0.0,0.0,3605.0,0.0,0.0,0.0
